id,campaign_id,benefit_type,amount,rate,points,minimum_spending,maximum_benefit,description,evidence,extracted_at
6479,108,reward,1000.0,,,,1000.0,Ödül veya hediye tutarı,"Kampanya Tarihleri 14.02.2025 - 31.12.2027 Kampanyayı Paylaş 31 Aralık 2027 tarihine kadar Kuveyt Türk Mobil ’den müşterimiz olan şahıs firması, çiftçiler ve tüzel şirketler 3 adet fatura talimatı vererek 1000 TL kazanıyor.",2026-08-10T13:45:46+00:00
6514,109,cashback,2000.0,,,1000.0,,Nakit iade avantajı,Ücretsiz 2 adet 10 yapraklı çek karnesi 100 adet ücretsiz çek tahsilatı 2 adet ücretsiz HGS etiketi Ücretsiz EFT ve havale imkanı(mobil/internet şube) Bankacılık Ürün Avantajları Döviz ve altın alım/satımına özel kur avantajı 60 aya kadar vadeli araç finansmanı 1.000 TL'ye kadar fatura desteği Sağlam Nakit Kart ile yapılacak ilk 2.000 TL ve üzeri akaryakıt harcamanıza 2.000 TL iade.,2026-08-10T13:45:46+00:00
6515,109,installment,,,,1000.0,,9 taksit,"Avantajlar Kuveyt Türk Ticari Kartlarına Özel Avantajlar Kuveyt Türk Ticari Kredi Kartlarıyla yapılacak taksitli işlemlerde aylık %3,49 oranla 9 taksite kadar vadelendirme imkanı!",2026-08-10T13:45:46+00:00
6516,109,special_rate,,,,,,Özel döviz veya kıymetli maden kuru,Ücretsiz 2 adet 10 yapraklı çek karnesi 100 adet ücretsiz çek tahsilatı 2 adet ücretsiz HGS etiketi Ücretsiz EFT ve havale imkanı(mobil/internet şube) Bankacılık Ürün Avantajları Döviz ve altın alım/satımına özel kur avantajı 60 aya kadar vadeli araç finansmanı 1.000 TL'ye kadar fatura desteği Sağlam Nakit Kart ile yapılacak ilk 2.000 TL ve üzeri akaryakıt harcamanıza 2.000 TL iade.,2026-08-10T13:45:46+00:00
6517,109,pos_advantage,,,,1000.0,,"POS komisyon, bloke veya ek taksit avantajı","POS Çözümleri %0,99' dan başlayan komisyon oranları(350.000 TL 'ye kadar) 9 güne kadar blokede %0 komisyon Ücretsiz Ürünler Sağlam Nakit Kart ile yapılacak ilk 1.000 TL ve üzeri harcamaya 1.000 TL iade.",2026-08-10T13:45:46+00:00
6518,109,free_service,,,,,,Ücretsiz HGS etiketi,Ücretsiz 2 adet 10 yapraklı çek karnesi 100 adet ücretsiz çek tahsilatı 2 adet ücretsiz HGS etiketi Ücretsiz EFT ve havale imkanı(mobil/internet şube) Bankacılık Ürün Avantajları Döviz ve altın alım/satımına özel kur avantajı 60 aya kadar vadeli araç finansmanı 1.000 TL'ye kadar fatura desteği Sağlam Nakit Kart ile yapılacak ilk 2.000 TL ve üzeri akaryakıt harcamanıza 2.000 TL iade.,2026-08-10T13:45:46+00:00
6510,110,discount,,30.0,,,,%30 indirim,Kuveyt Türk Veteriner Klinik Müşterilerine Özel Fugevet Dijital Yönetim Çözümlerinden %30 İndirim Kampanya Tarihleri 14.05.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk müşterilerine özel modern veteriner klinik yönetimi hizmetleri sunan Fuguvet web sitesi üzerinden yapacakları hizmet satın alımlarında %30 indirim sunulacaktır.,2026-08-10T13:45:46+00:00
6542,111,cashback,1000.0,,,1000.0,,Nakit iade avantajı,"Kampanya Tarihleri 24.07.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil ’den müşterimiz olan esnaflar, çiftçiler ve şahıs firması hesapları için için 1000 TL ’lik Sağlam Nakit Kart harcamasına 1000 TL harcama iadesi hediye!",2026-08-10T13:45:46+00:00
6543,111,reward,1000.0,,,1000.0,1000.0,Ödül veya hediye tutarı,"Mobilden Kuveyt Türklü olan Esnaf, Çiftçi ve Şahıs Firmalarına Özel 1000 TL Hediye!",2026-08-10T13:45:46+00:00
6533,112,cashback,1000.0,,,1000.0,,Nakit iade avantajı,1000 TL’lik Sağlam Business Nakit kart harcamasına 1000 TL harcama iadesi hediye!,2026-08-10T13:45:46+00:00
6534,112,reward,22000.0,,,1000.0,22000.0,Ödül veya hediye tutarı,Mobilden Kuveyt Türklü Olan Esnaf ve Çiftçilere 22.000 TL'ye Varan Hediye!,2026-08-10T13:45:46+00:00
6535,113,cashback,1000.0,,,1000.0,,Nakit iade avantajı,1000 TL’lik Sağlam Business Nakit Kart harcamasına 1.000 TL harcama iadesi hediye!,2026-08-10T13:45:46+00:00
6536,113,reward,22000.0,,,1000.0,22000.0,Ödül veya hediye tutarı,Mobilden Kuveyt Türklü Olan Tüzel Firmalara 22.000 TL'ye Varan Hediye!,2026-08-10T13:45:46+00:00
6540,114,cashback,1000.0,,,1000.0,,Nakit iade avantajı,Kampanya Tarihleri 24.07.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil ’den müşterimiz olan Tüzel firma hesapları için 1000 TL ’lik Sağlam Business Nakit Kart harcamasına 1000 TL harcama iadesi hediye!,2026-08-10T13:45:46+00:00
6541,114,reward,1000.0,,,1000.0,1000.0,Ödül veya hediye tutarı,Mobilden Kuveyt Türklü Tüzel Firmalara Özel 1000 TL Hediye!,2026-08-10T13:45:46+00:00
6522,115,installment,,,,,,12 taksit,Kuveyt Türk'ten Eğitime Özel Taksitli POS Kampanyası Kampanya Tarihleri 1.07.2026 - 30.09.2026 Kampanyayı Paylaş Kuveyt Türk'ten eğitime destek!,2026-08-10T13:45:46+00:00
6523,115,pos_advantage,,,,,,"POS komisyon, bloke veya ek taksit avantajı",Kuveyt Türk'ten Eğitime Özel Taksitli POS Kampanyası Kampanya Tarihleri 1.07.2026 - 30.09.2026 Kampanyayı Paylaş Kuveyt Türk'ten eğitime destek!,2026-08-10T13:45:46+00:00
6524,116,pos_advantage,,,,,,"POS komisyon, bloke veya ek taksit avantajı","Kuveyt Türk’ten Sanal POS Kampanyası Kampanya Tarihleri 1.06.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk olarak, e-ticaret sektörüne özel hazırladığımız cazip Sanal POS kampanyası ile sizlere avantajlar sunuyoruz.",2026-08-10T13:45:46+00:00
6525,117,pos_advantage,,,,,,"POS komisyon, bloke veya ek taksit avantajı","Kuveyt Türk’ten Yeni Müşterilere Özel POS Kampanyası Kampanya Tarihleri 1.11.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk olarak, yeni müşterilerimize özel hazırladığımız cazip POS kampanyası ile sizlere avantajlar sunuyoruz.",2026-08-10T13:45:46+00:00
6466,118,installment,,,,,,3 taksit,Diyanet Umre Finansmanı ile Vade Farksız 3 Taksit İmkanı!,2026-08-10T13:45:46+00:00
6558,120,installment,,,,,,6 taksit,Taksitlio’da Yeni Müşterilere Özel Kuveyt Türk Alışveriş Finansmanı Fırsatı!,2026-08-10T13:45:46+00:00
6437,122,shopping_points,,,750.0,750.0,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",750 TL'ye Varan Altın Puan Dokunuşu!,2026-08-10T13:45:46+00:00
6438,123,discount,20000.0,,,20000.0,20000.0,20.000 TL indirim,Kampanya Tarihleri 1.07.2026 - 31.07.2026 Kampanyayı Paylaş Adore Mobilya alışverişlerinize 9 aya varan taksit ve 20.000 TL üzeri harcamaya 4.000 TL indirim fırsatı!,2026-08-10T13:45:46+00:00
6439,123,installment,,,,20000.0,,9 taksit,Adore Mobilya'da 4.000 TL İndirim ve Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6440,124,installment,,,,,,9 taksit,Adore Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6443,125,shopping_points,,,200.0,2000.0,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı",Akaryakıtta 200 TL'ye Varan Altın Puan Fırsatı!,2026-08-10T13:45:46+00:00
6444,126,installment,,,,,,9 taksit,Almila Mobilya’da 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6445,127,installment,,,,,,2 taksit,Altınyıldız’da Vade Farksız 2 Taksit Fırsatı Kampanya Tarihleri 28.07.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Altınyıldız resmi web sitesinde yapacağınız alışverişlerinizde vade farksız 2 taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6447,128,installment,,,,,,5 taksit,Avansas’da Vade Farksız 5 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6448,129,installment,,,,,,4 taksit,Barçın Spor’da 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6449,130,discount,5000.0,,,,5000.0,5.000 TL indirim,Kampanya kapsamında tek işlemde maksimum 5.000 TL indirim kazanılabilir.,2026-08-10T13:45:46+00:00
6450,130,discount,,25.0,,,5000.0,%25 indirim,KAMPANYA DETAYLARI Taksitli yapılan alışverişlerde %25 indirim uygulanır.,2026-08-10T13:45:46+00:00
6451,130,installment,,,,,,3 taksit,"Kampanya Tarihleri 1.07.2026 - 31.07.2076 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları, 31 Temmuz 2026 tarihine kadar Bella Maison resmi web sitesi üzerinden yapacağınız taksitli alışverişlerde %25 indirim ve vade farksız 3 aya varan taksit imkanı sunuyor.",2026-08-10T13:45:46+00:00
6452,131,installment,,,,,,4 taksit,Beymen’de Vade Farksız 4 Aya Varan Taksit Fırsatı Kampanya Tarihleri 19.06.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026’ya kadar Beymen resmi web sitesinde yapacağınız alışverişlerinizde 4 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6453,132,installment,,,,,,3 taksit,Brandy’s Mağazalarında Vade Farksız 3 Aya Varan Taksit Fırsatı Kampanya Tarihleri 14.01.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Brandy’s mağazalarında yapacağınız alışverişlerinizde vade farksız 3 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6454,133,discount,5000.0,,,,5000.0,5.000 TL indirim,Kampanya kapsamında tek işlemde maksimum 5.000 TL indirim kazanılabilir.,2026-08-10T13:45:46+00:00
6455,133,discount,,25.0,,,5000.0,%25 indirim,KAMPANYA DETAYLARI Taksitli yapılan alışverişlerde %25 indirim uygulanır.,2026-08-10T13:45:46+00:00
6456,133,installment,,,,,,4 taksit,"Kampanya Tarihleri 1.07.2026 - 31.07.2026 Kampanyayı Paylaş Kuveyt Türk Bireysel Kredi Kartları, 31 Temmuz 2026 tarihine kadar Civil resmi web sitesi üzerinden yapacağınız taksitli alışverişlerde %25 indirim ve vade farksız 4 aya varan taksit imkanı sunuyor.",2026-08-10T13:45:46+00:00
6457,134,installment,,,,,,4 taksit,Civil’de Vade Farksız 4 Aya Varan Taksit Fırsatı Kampanya Tarihleri 22.06.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Civil resmi web sitesinde yapacağınız alışverişlerinizde vade farksız 4 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6458,135,installment,,,,,,6 taksit,Columbia’da Vade Farksız 6 Aya Varan Taksit Fırsatı Kampanya Tarihleri 20.08.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Columbia ve The Moose Bay’den yapacağınız alışverişlerinizde vade farksız 6 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6459,136,discount,30000.0,,,30000.0,30000.0,30.000 TL indirim,Kampanya Tarihleri 1.07.2026 - 31.07.2026 Kampanyayı Paylaş Kuveyt Türk Bireysel Kredi Kartları ile Daikin alışverişlerinize 8 aya varan taksit ve 30.000 TL üzeri taksitli harcamaya 2.000 TL indirim fırsatı!,2026-08-10T13:45:46+00:00
6460,136,installment,,,,30000.0,,8 taksit,Daikin'de 2.000 TL İndirim ve Vade Farksız 8 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6463,137,installment,,,,,,9 taksit,Demirdöküm’de 9 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6464,138,installment,,,,,,2 taksit,"Desa Grup’ta Vade Farksız 2 Taksit Fırsatı Kampanya Tarihleri 16.09.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Desa Grubun (Samsonite, Desa , Adesa) mağazalarında yapacağınız alışverişlerinizde vade farksız 2 taksit imkanı sizi bekliyor.",2026-08-10T13:45:46+00:00
6465,139,installment,,,,,,4 taksit,Divarese’de Vade Farksız 4 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6467,140,installment,,,,,,5 taksit,Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6470,141,installment,,,,,,9 taksit,EasyCep‘te Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6487,142,installment,,,,,,5 taksit,Eğitim Harcamalariniza 5 Taksit Imkani Kampanya Tarihleri 12.02.2024 - 31.12.2026 Kampanyayı Paylaş Sağlam Kart Eğitim Kampanyası Artık Kuveyt Türk Mobil ’de!,2026-08-10T13:45:46+00:00
6488,143,installment,,,,,,5 taksit,Eğitim ve Sağlık Harcamalarınızda 5 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6473,144,discount,,10.0,,,,%10 indirim,"Yıldızlı otellerde %10 indirim, Helal hassasiyetli yurt dışı turlarında %8 indirim, Tüm umre turlarında %6 indirim, yurt içi Otel rezervasyonlarında vade farksız 9 taksit avantajları sizleri bekliyor.",2026-08-10T13:45:46+00:00
6474,144,discount,,8.0,,,,%8 indirim,"Yıldızlı otellerde %10 indirim, Helal hassasiyetli yurt dışı turlarında %8 indirim, Tüm umre turlarında %6 indirim, yurt içi Otel rezervasyonlarında vade farksız 9 taksit avantajları sizleri bekliyor.",2026-08-10T13:45:46+00:00
6475,144,installment,,,,,,9 taksit,Kuveyt Türk Kredi Kartlarınızla Elçi Tur üzerinden yapacağınız seçili rezervasyonlarda indirim ve taksit fırsatlarından yararlanın.,2026-08-10T13:45:46+00:00
6471,145,discount,1000.0,,,,1000.0,1.000 TL indirim,Elektrikli Araç Şarjınıza Özel 1.000 TL'ye Varan İndirim!,2026-08-10T13:45:46+00:00
6472,145,discount,,10.0,,,1000.0,%10 indirim,KAMPANYA DETAYLARI Şarj harcamalarına %10 indirim uygulanır.,2026-08-10T13:45:46+00:00
6476,146,installment,,,,,,3 taksit,Enplus ile 3 Aya Varan Vade Farksız Taksit İmkanı!,2026-08-10T13:45:46+00:00
6489,147,installment,,,,,,3 taksit,Fakir’de Vade Farksız 3 Aya Varan Taksit Fırsatı Kampanya Tarihleri 18.09.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Fakir’den yapacağınız alışverişlerinizde vade farksız 3 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6491,148,installment,,,,,,3 taksit,Gelir Vergisi Ödemelerinizde 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6492,149,installment,,,,,,11 taksit,Gree Klima’da Vade Farksız 11 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6493,150,installment,,,,,,9 taksit,Gündoğdu Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6494,151,installment,,,,,,9 taksit,Gürgençler'de 9 Aya Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6495,152,installment,,,,,,9 taksit,Hantech’de Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6497,153,miles,,,10000.0,,,10.000 Mil'e kadar,Hisse Senedi İşlemleriniz Mil'lere Dönüşsün Kampanya Tarihleri 1.06.2026 - 31.08.2026 Kampanyayı Paylaş Kampanya Koşulları Kampanya kapsamında 01.06.2026 ile 31.08.2026 tarihleri arasında Borsa İstanbul pay senedi işlemlerine yönelik olarak;,2026-08-10T13:45:46+00:00
6576,154,discount,3000.0,,,1000.0,3000.0,3.000 TL indirim,İdefix'te 3.000 TL'ye Varan İndirim Fırsatı!,2026-08-10T13:45:46+00:00
6578,155,installment,,,,,,6 taksit,İmza’da Vade Farksız 6 Aya Varan Taksit Fırsatı Kampanya Tarihleri 22.10.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar İmza mağazalarında yapacağınız alışverişlerinizde vade farksız 6 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6579,156,installment,,,,,,6 taksit,İşbir Yatak ile 6’ya Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6498,157,installment,,,,,,4 taksit,Kiğılı’da Vade Farksız 4 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6502,158,installment,,,,10000.0,,6 taksit,Koçtaş’ta Vade Farksız 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6499,159,installment,,,,,,9 taksit,Konfor’da Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6500,160,installment,,,,,,7 taksit,Konyalı Saat ile 7 Aya Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6501,161,installment,,,,,,4 taksit,Korayspor ile Vade Farksız 4'e Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6505,162,discount,,7.0,,,,%7 indirim,"Kuveyt Türk Kredi Kartlarına Toprak Turizm Yurt Dışı Turlarında %10, Umre Turlarında %7 İndirim Kampanya Tarihleri 30.07.2026 - 30.09.2026 Kampanyayı Paylaş Yeni rotalar keşfetmek ya da umre yolculuğunuzu planlamak için Kuveyt Türk kredi kartınıza özel avantajlardan yararlanın.",2026-08-10T13:45:46+00:00
6506,163,cashback,2000.0,,,,,Nakit iade avantajı,"Kampanya Tarihleri 5.11.2025 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk Mobil 'den aylık minimum 2.000 TL’lik Pratik BES ürünü sözleşmesi yapıp, ödemesini Kuveyt Türk Bireysel Kredi Kartları üzerinden yapan müşterilerimize özel 2.000 TL iade yapılacaktır.",2026-08-10T13:45:46+00:00
6507,163,reward,2000.0,,,,2000.0,Ödül veya hediye tutarı,Kuveyt Türk Mobil'den Pratik BES planınıza 2000 TL Hediye!,2026-08-10T13:45:46+00:00
6509,164,installment,,,,100.0,,9 taksit,"Kuveyt Türk Müşterilerine Özel %2,99 Oranlı Kar Paylı Taksitlendirme Fırsatı!",2026-08-10T13:45:46+00:00
6519,165,discount,,30.0,,,,%30 indirim,"KAMPANYA DETAYLARI Kampanya kapsamında, WindyCar resmi web sitesi üzerinden yapılan online rezervasyonlarda %30 indirim uygulanır.",2026-08-10T13:45:46+00:00
6526,166,installment,,,,,,9 taksit,Lajivert ve Ritmik Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı Kampanya Tarihleri 6.03.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026’ya kadar Lajivert Mobilya ve Ritmik Mobilya mağazaları ve resmi web sitesinde yapacağınız alışverişlerinizde 9 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6527,167,installment,,,,,,6 taksit,Lastikcim.com'da Vade Farksız 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6528,168,installment,,,,,,9 taksit,Lazzoni’de 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6530,169,installment,,,,,,3 taksit,MTV Ödemelerinizde Vade Farksız 3 Taksit!,2026-08-10T13:45:46+00:00
6544,170,installment,,,,,,4 taksit,Penelope ve Othello’da Vade Farksız 4 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6546,171,installment,,,,,,4 taksit,Ramsey’de Vade Farksız 4 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6547,172,installment,,,,,,5 taksit,Saat&Saat Alışverişlerinizde 5'e Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6552,173,discount,1000.0,,,,1000.0,1.000 TL indirim,"Kampanya Tarihleri 30.07.2025 - 31.12.2026 Kampanyayı Paylaş 31 Aralık 2026 tarihine kadar yapacağınız tatil harcamalarınızda 9 aya varan taksit avantajından yararlanabilir, Halalbooking’e kaydolurken 1.000 TL değerinde indirim kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6553,173,discount,,20.0,,,,%20 indirim,"Kredi kartı segmentinize göre ilk yıl Gold, Platin veya Diamond üyelik kazanarak seçili otellerde %20'ye varan indirim, private hizmetler ve ücretsiz havaalanı transferi ayrıcalıklarından faydalanabilirsiniz.",2026-08-10T13:45:46+00:00
6554,173,installment,,,,,,9 taksit,"Kampanya Tarihleri 30.07.2025 - 31.12.2026 Kampanyayı Paylaş 31 Aralık 2026 tarihine kadar yapacağınız tatil harcamalarınızda 9 aya varan taksit avantajından yararlanabilir, Halalbooking’e kaydolurken 1.000 TL değerinde indirim kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6556,174,installment,,,,,,5 taksit,Sağlık Harcamalariniza 5 Taksit Imkani Kampanya Tarihleri 14.02.2024 - 31.12.2026 Kampanyayı Paylaş Sağlam Kart Sağlık Kampanyası Artık Kuveyt Türk Mobil ’de!,2026-08-10T13:45:46+00:00
6557,175,installment,,,,,,3 taksit,Starwood Yapı Market’te Vade Farksız 3 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6559,176,installment,,,,,,3 taksit,Tergan’da Vade Farksız 3 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6561,177,installment,,,,,,12 taksit,Vaillant’ta 12 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6562,178,installment,,,,,,3 taksit,Vatan Bilgisayar’da Vade Farksız 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6563,179,installment,,,,,,9 taksit,Weltew’de 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6564,180,installment,,,,,,9 taksit,Wome Deluxe Hotel’de 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
6570,181,installment,,,,,,5 taksit,Yeni Sağlam Kart Troy'lulara Özel Vade Farksız 5 Aya Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6571,182,installment,,,,,,12 taksit,Yenilio'ya Özel Vade Farksız 12'ye Varan Taksit İmkanı!,2026-08-10T13:45:46+00:00
6572,183,discount,,15.0,,,,%15 indirim,Yurtdışı araç kiralamada: 360KUVEYT koduyla net %15 indirim.,2026-08-10T13:45:46+00:00
6573,183,discount,,10.0,,,,%10 indirim,İndirim Kodları: Yurtiçi araç kiralamada: KUVEYT360 koduyla %10 indirim.,2026-08-10T13:45:46+00:00
6574,184,installment,,,,,,12 taksit,Yuki Motor’da Vade Farksız 12 Aya Varan Taksit Fırsatı Kampanya Tarihleri 27.04.2026 - 31.12.2026 Kampanyayı Paylaş Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Yuki Motor’da yapacağınız alışverişlerinizde vade farksız 12 aya varan taksit imkanı sizi bekliyor.,2026-08-10T13:45:46+00:00
6441,185,miles,,,10000.0,1000.0,,10.000 Mil'e kadar,Akademisyenlere Özel Avantaj Paketi Kampanya Tarihleri 11.08.2025 - 31.12.2026 Kampanyayı Paylaş Miles&Smiles Kuveyt Türk Kart Avantajları Miles&Smiles Kuveyt Türk Kart ile 10.000 Mil Avantajı: Miles&Smiles Kuveyt Türk kredi kartları ile yapacağınız ilk 1.000 TL ve üzeri harcamada kart limitinize göre 10.000 Mil'e varan hediye kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6461,186,cashback,500.0,,,500.0,,Nakit iade avantajı,"Davet Kodunla Gel Davet kodu kullanarak Kuveyt Türk Mobil veya Self Nokta üzerinden hesap açan müşteriler, müşteri olduktan sonra gerçekleştirecekleri 500 TL ve üzeri Sağlam Nakit Kart harcamasına 500 TL harcama iadesi kazanır.",2026-08-10T13:45:46+00:00
6462,186,reward,750.0,,,500.0,750.0,Ödül veya hediye tutarı,"Davet Kodunla Gel, Memnuniyet Anketine Katıl, 750 TL Kazan!",2026-08-10T13:45:46+00:00
6480,187,discount,10000.0,,,,10000.0,10.000 TL indirim,Konfor mağazalarında 10.000 TL’ye varan indirim ve 9 aya varan vade farksız taksit fırsatına sahip olabilirsiniz.,2026-08-10T13:45:46+00:00
6481,187,discount,,50.0,,,10000.0,%50 indirim,"Miles&Smiles Kuveyt Türk kredi kartları ile İstanbul Havalimanı ve Sabiha Gökçen Havalimanı’nda lounge, otopark ve vale hizmetlerinde %50 indirim avantajına sahip olabilirsiniz.",2026-08-10T13:45:46+00:00
6482,187,discount,,15.0,,,10000.0,%15 indirim,"Yolcu360 üzerinden yurtiçi araç kiralamada: KUVEYT360 koduyla %10 indirim , Yurtdışı araç kiralamada: 360KUVEYT koduyla net %15 indirim kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6483,187,discount,,12.0,,,10000.0,%12 indirim,Qatar Airways Kuveyt Türk kredi kartlarına %12'ye varan indirim fırsatı!,2026-08-10T13:45:46+00:00
6484,187,discount,,10.0,,,10000.0,%10 indirim,"Yolcu360 üzerinden yurtiçi araç kiralamada: KUVEYT360 koduyla %10 indirim , Yurtdışı araç kiralamada: 360KUVEYT koduyla net %15 indirim kazanabilirsiniz.",2026-08-10T13:45:46+00:00
6485,187,shopping_points,,,10.0,,,"Altın Puan, Worldpuan, ParafPara, Bankkart Lira veya alışveriş puanı","Kuveyt Türk Mobil veya Self Nokta'dan yeni müşteri olup, Kuveyt Türk bireysel kredi kartıyla mobilden Yurt Dışı Çıkış Harcı satın alındığında harç tutarının tamamı altın puan olarak iade verilecektir.",2026-08-10T13:45:46+00:00
6486,187,installment,,,,,,36 taksit,"Müjde Evlilik Paketimize sahip olduğunuzda: 10.000 TL ve 50.000 TL arasında yaptığınız 3 harcamanızı vade farksız 10 taksite bölerek yüksek tutarlı ödemelerinizi kolaylaştırabilir, Kiğılı, Ramsey, Divarese, İmza, Tergan, Desa Grup, Brandy’s, Saat&Saat, Konyalı Saat ve Trendyol gibi markalarda çeyiz ve giyim alışveriş yapabilir, Koçtaş, Dyson, Fakir, Enplus, Lazzoni, Doğtaş, Weltew, Gürgençler, Vatan Bilgisayar gibi m",2026-08-10T13:45:46+00:00
6490,188,reward,500.0,,,,500.0,Ödül veya hediye tutarı,Fatura Talimatlarınıza Toplam 500 TL Hediye!,2026-08-10T13:45:46+00:00
6496,189,installment,,,,,,9 taksit,"Kampanya Tarihleri 7.03.2025 - 31.12.2026 Kampanyayı Paylaş Hepsiburada sından oluşturacağınız sepetinizi Kuveyt Türk Alışveriş Finansmanı ile ödemek için Kuveyt Türk müşterisi olun, 50.000 TL ’ye kadar vade farksız 9 taksitle alışverişin keyfini çıkarın!",2026-08-10T13:45:46+00:00
6503,190,cashback,500.0,,,,,Nakit iade avantajı,Davet kodunu kullanarak Kuveyt Türk Mobil'den Kuveyt Türklü olup 500 TL harcama iadesi kazanabilirsiniz.,2026-08-10T13:45:46+00:00
6504,190,reward,13500.0,,,,13500.0,Ödül veya hediye tutarı,Kuveyt Türk Kampüs’e Gelenlere Toplamda 13.500 TL Hediye!,2026-08-10T13:45:46+00:00
