campaign_id,bank_name,campaign_name,category,campaign_type,linked_product_type,main_benefit,target_audience,installment,maturity,pricing,financing_amount,discount_cashback,reward,points,min_spend,max_benefit,min_transaction,max_transaction,start_date,end_date,expense_status,conditions_summary,source_url,source_checked_at,verification_status
319,Dünya Katılım,A101 de Vade Farksız 6 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,Vade farksız (%0),,,,,300 TL,,,,,2026-08-31,,"Paraf ile A101 Mağazalarında ve www.a101.com.tr ‘de Paraf POS’undan yapılacak 300 TL ve üzeri alışverişlerinizde vade farksız, peşin fiyatına 6 aya varan taksit imkanı sunulacaktır. Peşin fiyatına taksit mağazalarda kasa yetkilisi tarafından uygulanacaktır. Yasal mevzuat uyarınca taksit yapılması mümkün olmayan ürünler için taksit yapılamaz, daha düşük taksit sınırlaması bulunan ürünler için bu sınırlar uygulanır. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Birden fazla üründen oluşan siparişlerin taksitlendirilebilmesi için siparişlere konu ürünlerin tamamının taksitlendirmeye elverişli olması gerekmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kar",https://dunyakatilim.com.tr/kampanyalar/a-101-paraf,2026-08-10T11:18:16+00:00,official_source_date_gated
320,Dünya Katılım,Alfemo’da Peşin fiyatına 8 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,8 taksit,,8 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Alfemo mağazalarında veya www.alfemo.com web sayfasından Paraf POS’larından yapacağınız alışverişlerde 8 taksit imkanı sağlanacaktır. Mağazalardan yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Yapmak istediğiniz taksit sayısını satış görevlisine bildirmeniz gerekmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/alfemo,2026-08-10T11:18:16+00:00,official_source_date_gated
411,Dünya Katılım,Casper.com.tr'de Peşin Fiyatına 3 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,3 taksit,"Kart Sahipleri,Bireysel Müşteriler",3 taksit,,,,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf ile www.casper.com.tr web adresinde Paraf POS’undan yapılacak alışverişlerinize peşin fiyatına 3 taksit imkanı sunulacaktır. Taksit kampanyasından yararlanabilmek için işlem anında 3 taksitin seçilmesi gerekmektedir. Işlem gerçekleştikten sonra artı taksit uygulanmayacaktır. Yasal mevzuat gereği, mal veya hizmet alımı sonrası belli bir ücret karşılığı borcun taksitlendirilmesi veya ödemenin ertelendiği dönemler de dâhil olmak üzere, kredi kartları ile gerçekleştirilecek mal ve hizmet alımları ile nakit çekimlerinde taksitlendirme süresi bireysel kredi kartları için 12 ayı, kurumsal/ticari kredi kartları için ise 18 ayı geçemez. Bu süre bireysel kredi kartları ile yapılan; basılı ve külçe hal",https://dunyakatilim.com.tr/kampanyalar/casper-com-tr-de-pesin-fiyatina-6-taksit-firsati,2026-08-10T11:18:16+00:00,official_source_date_gated
323,Dünya Katılım,Divarese’de 4 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,4 taksit,,4 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Divarese mağazaları ve www.divarese.com.tr 'de Paraf POS’larından yapılacak alışverişlerde 4 taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Mağazalardan yapılacak alışverişlerde 4 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/divarese,2026-08-10T11:18:16+00:00,official_source_date_gated
326,Dünya Katılım,Dyson’da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,,9 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile dyson.com.tr'den peşin fiyatına 9 aya varan taksit fırsatından faydalanabilirsiniz. 9 taksit avantajı firmanın belirlediği tutarın üzerinde yapacağınız alışverişlerde geçerlidir. Taksitten yararlanabilmek için dyson.com.tr üzerinden taksitin seçilmesi gerekmektedir. İşlem anındaki üye işyeri uygulamalarına ve satın alınan ürüne bağlı olarak taksit sayıları değişkenlik gösterebilmektedir. Bireysel ve ticari kartlar için uygulanan azami taksit sayısı yasal düzenlemelere göre farklılık gösterebilmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Yasal me,https://dunyakatilim.com.tr/kampanyalar/dyson,2026-08-10T11:18:16+00:00,official_source_date_gated
327,Dünya Katılım,D’S Damat’ta 6 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile D’S damat Mağazalarında Paraf POS’larından yapılacak alışverişlerde 6 aya varan taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Mağazalardan yapılacak alışverişlerde 6 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/dsdamat,2026-08-10T11:18:16+00:00,official_source_date_gated
329,Dünya Katılım,Gürgençler’de Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,"Kart Sahipleri,Bireysel Müşteriler",9 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,"Dünya katılım Paraf ile Gürgençler Apple mağazaları veya www.gurgencler.com.tr ’de Paraf POS’undan yapılacak taksitli alışverişlerde vade farksız 9 aya varan taksit imkanı sunulacaktır. Mağazalardan ya da internet mağazasından yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Kampanyadan faydalanmak için ödeme esnasında 3, 6 veya 9 taksitin seçilmesi gerekmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Yasal mevzuat gereği, mal veya hizmet alımı sonrası belli bir ücret karşılığı borcun taksitlendirilmesi veya ödemenin ertelendiği dönemler de dâhil o",https://dunyakatilim.com.tr/kampanyalar/gurgencler,2026-08-10T11:18:16+00:00,official_source_date_gated
412,Dünya Katılım,Hepsiburada'da Peşin Fiyatına 6 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,Bireysel Müşteriler,6 taksit,,Vade farksız (%0),,,,,6.000 TL,,100 TL,1.000 TL,,2026-08-31,,"Dünya Katılım Paraf ile www.hepsiburada.com ve mobil uygulamasından tek seferde yapılacak alışverişlerde vade farksız 3-6 taksit imkanı sunulacaktır. 100 TL altındaki alışverişlerde taksitlendirme yapılmaz. 100 TL – 1.000 TL arası alışverişlerde vade farklı en fazla 12 taksit uygulanmaktadır. 1.000 TL – 6.000 TL ve arası alışverişlerde peşin fiyatına 3 taksit, 3 taksit üzerindeki taksitlerde vade farkı uygulanmaktadır. 6.000 TL ve üzeri alışverişlerde peşin fiyatına 6 taksit, 6 taksit üzerindeki taksitlerde vade farkı uygulanmaktadır. Peşin fiyatına 6 taksit kampanyası sadece seçili ürünler özelinde geçerlidir. Kampanyadan faydalanmak için ödeme esnasında ilgili taksitin seçilmesi gerekmektedir. Kampanyaya iliş",https://dunyakatilim.com.tr/kampanyalar/hepsiburada,2026-08-10T11:18:16+00:00,official_source_date_gated
330,Dünya Katılım,ITOPYA.COM'da Vade Farksız 6 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,"Kart Sahipleri,Bireysel Müşteriler",6 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf ile Itopya mağazaları ve www.itopya.com ’dan yapılacak taksitli alışverişinize vade farksız 6 taksit imkanı sunulacaktır. Kampanyadan faydalanmak için ödeme esnasında POS üzerinden 6 taksitin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Taksitli satışlarda taksit sayısı ürün gruplarına göre değişmektedir. Taksit sayısı, yasal mevzuat tarafından ürün grupları için açıklanan azami taksit sayısını ge",https://dunyakatilim.com.tr/kampanyalar/itopya,2026-08-10T11:18:16+00:00,official_source_date_gated
334,Dünya Katılım,Kip’te 5 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,5 taksit,,5 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile KİP mağazaları ve www.kip.com.tr ’de Paraf POS’larından yapılacak alışverişlerde 5 taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Mağazalardan yapılacak alışverişlerde 5 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/kip,2026-08-10T11:18:16+00:00,official_source_date_gated
336,Dünya Katılım,Monster Notebook’ta Peşin Fiyatına 12 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,12 taksit,"Kart Sahipleri,Bireysel Müşteriler",12 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf ile Monster Notebook mağazalarında ve www.monsternotebook.com.tr ’de yapılacak taksitli alışverişlerde vade farksız 12 aya varan taksit imkanı sunulacaktır. Kampanyadan faydalanmak için ödeme esnasında POS üzerinden 3, 6, 9 veya 12 taksitin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Taksitli satışlarda taksit sayısı ürün gruplarına göre değişmektedir. Taksit sayısı, yasal mevzuat tarafından ürün",https://dunyakatilim.com.tr/kampanyalar/monster,2026-08-10T11:18:16+00:00,official_source_date_gated
337,Dünya Katılım,N11'de Peşin Fiyatına 3 Taksit Fırsatı,Kart / Taksit Kampanyası,card_campaign,,3 taksit,,3 taksit,,,,,,,2.000 TL,,,,,2026-08-31,,"Dünya Katılım Paraf ile n11’de tek seferde yapılacak alışverişlerde peşin fiyatına 3 aya varan taksit imkanı sunulmaktadır. Peşin fiyatına 3 taksit uygulaması sepet toplamı 2.000 TL ve üzeri siparişlerde geçerlidir. n11 belirli kategorilerde yer alan ürünleri peşin fiyatına taksit uygulamasından hariç tutabilir. Kampanyadan faydalanmak için ödeme esnasında ilgili taksitlerin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Taksitler, Bankacılık Düzenleme ve Denetleme Kurulu tarafından taksit kısıtı kapsamında yer almayan ürünler için geçerlidir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabil",https://dunyakatilim.com.tr/kampanyalar/n11,2026-08-10T11:18:16+00:00,official_source_date_gated
338,Dünya Katılım,Network’te 4 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,4 taksit,,4 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Network mağazaları ve network.com.tr’de Paraf POS’larından yapılacak alışverişlerde 4 taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Mağazalardan yapılacak alışverişlerde 4 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/network,2026-08-10T11:18:16+00:00,official_source_date_gated
339,Dünya Katılım,Paraf ile Demirdöküm’de 9 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,,9 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Paraf üyesi Demirdöküm sanal Pos’u üzerinden gerçekleşecek işlemlere vade farksız 9 ay taksit imkanı sunulacaktır. Kampanyaya sadece Demirdöküm’ün kendi POS’undan gerçekleşen işlemler dahildir. Bayi POS’undan gerçekleşen işlemler dahil değildir. Taksit kampanyasından yararlanabilmek için işlem anında satış görevlisine taksit sayısının iletilmesi gerekmektedir. Mağazalardan ya da internet mağazasından yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koş,https://dunyakatilim.com.tr/kampanyalar/demirdokum,2026-08-10T11:18:16+00:00,official_source_date_gated
340,Dünya Katılım,Paraf ile Evidea’da 4 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,4 taksit,,4 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Evidea web sitesi ve mağazalarında Paraf POS’u üzerinden taksitli alışverişlere 4 taksit uygulanacaktır. Mağazalardan ya da internet mağazasından yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Kampanyadan faydalanmak için ödeme esnasında POS üzerinden 4 taksitin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar.,https://dunyakatilim.com.tr/kampanyalar/evidea,2026-08-10T11:18:16+00:00,official_source_date_gated
341,Dünya Katılım,Paraf ile Koçtaş'ta 5 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,5 taksit,,5 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Koçtaş’ta Paraf POS'undan yapacağınız alışverişlerinize 5 taksit fırsatı sunulacaktır. Taksit kampanyasından yararlanabilmek için işlem anında 5 taksitin seçilmesi gerekmektedir. İşlem gerçekleştikten sonra artı taksit uygulanmayacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/koctas,2026-08-10T11:18:16+00:00,official_source_date_gated
415,Dünya Katılım,Paraf ile Yenilio'da Peşin Fiyatına 12 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,12 taksit,,12 taksit,,,,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf ile Yenilio mağazalarında ve yenilio.com’da Paraf POS’undan yapılacak alışverişlere 12 aya varan taksit fırsatı sağlanacaktır. Taksit kampanyasından yararlanabilmek için işlem anında seçilmesi veya satış görevlisine 12 taksit talebinin iletilmesi gerekmektedir. Mağazalardan ya da internet mağazasından yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. Kampanya kapsamında yapılan işlemlerin iade ve iptal edilmesi durumunda, iptal ve iade edilen işlemler kampanyaya dahil edilm eyecektir. İşlemin iadesi ile birlikte kampanya tutar kriterinin altına düşmesi durumunda verilen para",https://dunyakatilim.com.tr/kampanyalar/yenilio,2026-08-10T11:18:16+00:00,official_source_date_gated
342,Dünya Katılım,Paraf İle ADV Mağazalarında 6 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile ADV mağazalarında Paraf POS’larından yapılacak alışverişlerde 6 aya varan taksit imkanı sunulacaktır. Mağazalardan yapılacak alışverişlerde 6 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/adv,2026-08-10T11:18:16+00:00,official_source_date_gated
343,Dünya Katılım,Paraf İle Damat Tween’de 6 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Paraf POS’larından yapılacak alışverişlerde 6 aya varan taksit imkanı sunulacaktır. Mağazalardan yapılacak alışverişlerde 6 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/damat-tween,2026-08-10T11:18:16+00:00,official_source_date_gated
344,Dünya Katılım,Paraf İle Zsa Zsa Zsu Mağazalarında 6 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Zsa Zsa Zsu mağazalarında Paraf POS’larından yapacağınız alışverişlerde 6 taksit imkanı sağlanacaktır. Yapmak istediğiniz taksit sayısını satış görevlisine bildirmeniz gerekmektedir. Mağazalardan yapılacak alışverişlerde sistem tarafından artı taksit uygulanmayacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/zsa-zsa-zsu,2026-08-10T11:18:16+00:00,official_source_date_gated
345,Dünya Katılım,Pazarama’da Peşin Fiyatına 6 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,6 taksit,,6 taksit,,Vade farksız (%0),,,,,600 TL,,,,,2026-08-31,,"Dünya Katılım Paraf ile pazarama.com ve mobil uygulamasından tek seferde yapılacak alışverişlerde peşin fiyatına 6 aya varan taksit imkanı sunulmaktadır. Kampanya kapsamında 600 TL ve üzeri alışverişlerde peşin fiyatına 2 taksit, 1.000 TL ve üzeri alışverişlerde peşin fiyatına 3 taksit, 6.000 TL ve üzeri alışverişlerde peşin fiyatına 6 taksit fırsatından yararlanılabilir. Kampanyadan faydalanmak için ödeme esnasında ilgili taksitlerin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Peşin fiyatına taksit uygulaması belirli ürün, kategori ve/veya satıcılara göre değişkenlik gösterebilir. Kupon, ind",https://dunyakatilim.com.tr/kampanyalar/pazarama-paraf,2026-08-10T11:18:16+00:00,official_source_date_gated
413,Dünya Katılım,PttAVM.com'da Peşin Fiyatına 3 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,3 taksit,,3 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf Kartları ile www.pttavm.com adresinden tek seferde yapılacak alışverişlerde vade farksız 3 taksit imkanı sunulacaktır. Kampanyadan faydalanmak için ödeme esnasında ilgili taksitin seçilmesi gerekmektedir. Peşin fiyatına taksit uygulaması belirli ürün, kategori ve/veya satıcılara göre değişkenlik gösterebilir Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Pttavm belirli kategorilerde ve belirli tutarda yer alan ürünleri peşin fiyatına taksit uygulamasından hariç tutabilir. BDDK tarafından yayınlanan kredi kartları taksit sınırlaması kapsamında, satılan ürünlere göre taksit geçerli olmayabilir veya tak",https://dunyakatilim.com.tr/kampanyalar/pttavm,2026-08-10T11:18:16+00:00,official_source_date_gated
346,Dünya Katılım,Ramsey’de 5 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,5 taksit,,5 taksit,,,,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Ramsey mağazaları ve ramsey.com.tr ’de Paraf POS’larından yapılacak alışverişlerde 5 taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Mağazalardan yapılacak alışverişlerde 5 taksitten yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekmektedir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/ramsey,2026-08-10T11:18:16+00:00,official_source_date_gated
414,Dünya Katılım,Schafer Mağazalarında Vade Farksız 9 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,,9 taksit,,Vade farksız (%0),,,,,,,,,,2026-08-31,,Dünya Katılım Paraf ile Schafer mağazalarında Paraf POS’larından yapacağınız alışverişlerde vade farksız 9 aya varan taksit imkanı sağlanacaktır. Mağazalardan yapılacak alışverişlere sistem tarafından artı taksit uygulanmayacaktır. Yapmak istediğiniz taksit sayısını satış görevlisine bildirmeniz gerekmektedir Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. Dünya Katılım Bankası A.Ş. kampanya koşullarının tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: 31 Ağustos 2026 Diğer Kampanyalar,https://dunyakatilim.com.tr/kampanyalar/schafer,2026-08-10T11:18:16+00:00,official_source_date_gated
348,Dünya Katılım,Touristica.com.tr'de Peşin Fiyatına 9 Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,,9 taksit,,,,,,,,,,,,2026-08-31,,"Dünya Katılım Paraf ile www.touristica.com.tr mağazalarından yapılacak alışverişlerde 9 taksit imkanı sunulacaktır. Taksit sayısı otel bazında değişiklik gösterebilmektedir, işlem tamamlanmadan önce taksit sayısının seçilmesi gerekmektedir. İlgili yasal düzenlemelere istinaden Kuzey Kıbrıs Türk Cumhuriyeti’ne ilişkin harcamalarda taksitlendirme sürelerinin 3 ay olarak uygulanmaktadır, yurt dışına yönelik harcamalarda taksitlendirme yapılamamaktadır. Kampanyadan Dünya Katılım Paraf kartlar faydalanabilecektir. Sanal kartlar kampanyaya dahildir. ParafPara kullanılarak yapılan işlemler ile iptal ve iade işlemleri dahil değildir. DÜNYA KATILIM BANKASI A.Ş. ve TOURAMA TOURİSM SEYAHAT VE TİCARET A.Ş. kampanya koşulla",https://dunyakatilim.com.tr/kampanyalar/touristica,2026-08-10T11:18:16+00:00,official_source_date_gated
349,Dünya Katılım,Trendyol'da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,Kart / Taksit Kampanyası,card_campaign,,9 taksit,Bireysel Müşteriler,9 taksit,,,,,,,1.000 TL,,,,,2026-08-31,,Dünya Katılım Paraf ile trendyol.com ve mobil uygulamasından tek seferde yapacağınız 1.000 TL ve üzeri taksitli alışverişlerinizde peşin fiyatına 3 taksit; 6.000 TL ve üzeri seçili ürünlerde peşin fiyatına 6 taksit; 10.000 TL ve üzeri seçili ürünlerde 9 taksit fırsatı sunulacaktır. Peşin fiyatına 6 ve 9 taksit kampanyası sadece seçili ürünler özelinde geçerlidir. Kampanyadan faydalanmak için ödeme esnasında ilgili taksitin seçilmesi gerekmektedir. Kampanyaya ilişkin geriye dönük yararlandırma ve değişiklik yapılmayacaktır. Peşin fiyatına Taksit kampanyası tek seferde 200.000 TL’ye kadar olan işlemlerde geçerlidir. Kampanya Paraf POS’undan yapılan işlemlerde geçerli olacaktır. Peşin fiyatına 3 taksit kampanyası,https://dunyakatilim.com.tr/kampanyalar/trendyol,2026-08-10T11:18:16+00:00,official_source_date_gated
