Banka,Kart Adı,Kart Türü,Müşteri Segmenti,Ödeme Ağı,Kart Programı / Ödül,Yıllık Kart Ücreti,Taksit / Vade Farksız,Puan / Nakit İade / Mil,Temassız,QR / NFC,Sanal Kart,Ek Kart,İnternet Alışverişi,Yurt Dışı Kullanım,Nakit Avans,Öne Çıkan Avantaj,Başvuru Kanalı,Resmî Kaynak,Kontrol Tarihi,Veri Notu
Kuveyt Türk,Sağlam Business Kart,Ticari Kart,KOBİ / Ticari,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,KOBİ ve ticari harcamalara yönelik business kart,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.kuveytturk.com.tr/kendim-icin/kartlar/kart-karsilastirma,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
T.O.M. Katılım,Hadi Kredi Kartı,Kredi Kartı,Bireysel,Mastercard veya TROY (kart tipine göre),Bilgi yok – resmî kaynakta yayımlanmamış,0 TL – yıllık kart ücreti/aidatı yok,Bilgi yok – resmî kaynakta yayımlanmamış,Anlaşmalı markalarda nakit iade kampanyaları,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Mastercard: var; TROY: yalnız yurt içi,Bilgi yok – resmî kaynakta yayımlanmamış,Aidatsız kredi kartı + nakit iade kampanyaları,Hadi uygulaması,https://www.tombank.com.tr/hadi-kredi-karti.html,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
T.O.M. Katılım,Hadi Black Kredi Kartı,Kredi Kartı,Black / paket müşterisi,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,1.000 TL yıllık kart ücreti,Kampanyaya göre değişir; örn. belirli eğitim kampanyalarında vade farksız taksit,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Hadi Black / Kazananlar Kulübü premium kampanyaları,Hadi uygulaması,https://www.tombank.com.tr/assets/images/doc/kksozlesme_29122025.pdf,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
T.O.M. Katılım,Hadi Banka Kartı,Banka Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kart kampanyalarında indirim / nakit iade,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Hadi/A101/EVE/English Home kanallarıyla edinim ve kart kampanyaları,Hadi / A101 / EVE / English Home,https://www.tombank.com.tr/hadi-banka-karti.html,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
T.O.M. Katılım,Hadi Sanal Kart,Sanal Kart,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,0 TL – ücretsiz sanal kart,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kartın kendisi sanal,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Hadi uygulamasında internet alışverişi için sanal kart,Hadi uygulaması,https://www.tombank.com.tr/urunlerimiz.html,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Emlak Katılım,Emlak Katılım Paraf Kredi Kartı,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Paraf / ParafPara,Bilgi yok – resmî kaynakta yayımlanmamış,Anlaşmalı üye işyerlerinde taksit,ParafPara,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var – yabancı para işlemleri TL'ye çevrilir,Nakit avans limiti yok,ParafPara + taksit; aylık akdi kâr payı %0 yayımlanıyor,Ön başvuru / banka kanalları,https://www.emlakkatilim.com.tr/tr/bireysel/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Emlak Katılım,Emlak Katılım Banka Kartı,Banka Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Cari hesaptan alışveriş ve bankacılık işlemleri,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.emlakkatilim.com.tr/tr/bireysel/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Zero,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,0 TL – yıllık üyelik ücreti yok,Bonus üye işyerlerinde taksit; TAKSİTLE hizmeti,Bonus puan,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – bağlı sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Happy Avans,Aidatsız Bonus kredi kartı,Mobil / İnternet / Şube / SMS / Müşteri İletişim Merkezi,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Kart Silver,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,"300,30 TL yıllık üyelik ücreti",Bonus üye işyerlerinde taksit; TAKSİTLE hizmeti,Bonus puan,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – bağlı sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Happy Avans,"Bonus, taksit, Happy Avans ve Happy Asistans",Mobil / İnternet / Şube / SMS / Müşteri İletişim Merkezi,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Kart Gold,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,"388,70 TL yıllık üyelik ücreti",Bonus üye işyerlerinde taksit; TAKSİTLE hizmeti,Bonus puan,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – bağlı sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Happy Avans,"Bonus, taksit ve asistans avantajları",Mobil / İnternet / Şube / SMS / Müşteri İletişim Merkezi,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Kart Platinum,Kredi Kartı,Premium,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,"481,65 TL yıllık üyelik ücreti",Bonus üye işyerlerinde taksit; TAKSİTLE hizmeti,Bonus puan,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – bağlı sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Happy Avans,"Premium yaşam, asistans ve Bonus avantajları",Mobil / İnternet / Şube / SMS / Müşteri İletişim Merkezi,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Âlâ Kredi Kartı,Kredi Kartı,Özel / Âlâ,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,"2.834,40 TL yıllık üyelik ücreti",Bonus üye işyerlerinde taksit; TAKSİTLE hizmeti,Bonus puan,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – bağlı sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Happy Avans,Âlâ segmentine özel premium kredi kartı,Mobil / İnternet / Şube / SMS / Müşteri İletişim Merkezi,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Sanal Kart,Sanal Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kartın kendisi sanal,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Asıl Happy karta bağlı güvenli internet alışverişi,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Türkiye Finans,Happy Ek Kart,Ek Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bonus,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kartın kendisi ek kart,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Asıl kart hesabına bağlı Happy avantajları,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.turkiyefinans.com.tr/tr-tr/bireysel/Sayfalar/kredi-kartlari.aspx,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Vakıf Katılım,VKart Mastercard,Kredi Kartı,Bireysel,Mastercard,Bilgi yok – resmî kaynakta yayımlanmamış,Masraf yok ifadesi yayımlanıyor,Taksit özelliği var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Masrafsız bireysel kredi kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Vakıf Katılım,TROY Dijital Kredi Kartı,Dijital Kredi Kartı,Bireysel,TROY,Bilgi yok – resmî kaynakta yayımlanmamış,Masraf yok ifadesi yayımlanıyor,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Dijital kart,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,TROY altyapılı dijital kredi kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Vakıf Katılım,VKart TROY,Kredi Kartı,Bireysel,TROY,Bilgi yok – resmî kaynakta yayımlanmamış,Masraf yok ifadesi yayımlanıyor,Taksit özelliği var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,TROY altyapılı fiziksel kredi kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Vakıf Katılım,Sanal Kart,Sanal Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Masraf yok ifadesi yayımlanıyor,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kartın kendisi sanal,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,İnternet alışverişlerinde sanal kart,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Vakıf Katılım,VKart Business,Ticari Kart,KOBİ / Ticari,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Ticari harcamalara yönelik VKart Business,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Bankkart Kredi Kartı,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bankkart / Bankkart Lira,Bilgi yok – resmî kaynakta yayımlanmamış,Bankkart üye işyerlerinde taksit; belirli 1.000–5.000 TL harcamalarda kâr paysız 2/3/4 taksit,Bankkart Lira,Var – 2.500 TL ve altı şifresiz,Bilgi yok – resmî kaynakta yayımlanmamış,Var – sanal kart oluşturulabilir,Bilgi yok – resmî kaynakta yayımlanmamış,Var – 3D Secure,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bankkart Lira + taksit + belirli harcamalarda kâr paysız sonradan taksit,Mobil / İnternet / Şube,https://www.ziraatkatilim.com.tr/bireysel/kartlar/kredi-karti,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Bankkart Ücretsiz,Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,0 TL – kart aidatı yok,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var – 2.500 TL ve altı şifresiz,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Aidatsız kredi kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.ziraatkatilim.com.tr/bireysel/kartlar/bankkart-ucretsiz,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Aile Kart (TROY),Kredi Kartı,Aile,TROY,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Aile finansal yaşamına kontrol odaklı TROY kart,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.ziraatkatilim.com.tr/bireysel/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Bağımsız Kart (TROY),Kredi Kartı,Bireysel,TROY,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Yeşilay iş birliği ve bağımlılıklardan uzak yaşam odağı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.ziraatkatilim.com.tr/bireysel/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Sanal Kart,Sanal Kredi Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bankkart,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Kartın kendisi sanal,Bilgi yok – resmî kaynakta yayımlanmamış,Var,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bankkart'a bağlı güvenli sanal alışveriş kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.ziraatkatilim.com.tr/bireysel/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
Ziraat Katılım,Banka Kartı,Banka Kartı,Bireysel,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Bilgi yok – resmî kaynakta yayımlanmamış,Cari hesaba bağlı alışveriş ve para çekme kartı,Bilgi yok – resmî kaynakta yayımlanmamış,https://www.ziraatkatilim.com.tr/bireysel/kartlar,2026-08-27,Yalnız kamuya açık resmî ürün bilgisinden derlendi.
